createDate,taskName,mode,weaponName,map,version,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
12/25/2020 15:07:00,gridshot,10,9mm,0,v0.96.5.3-3201,79.91453,80,80,77,76,100,100,100,88,315.788279977075,312.899577501085,317.446444266183,327.52626210993,331.108469148962,258.305221557617,237.53012738909,317.801177978516,303.667848859514,190,234,3.121506,187,
12/25/2020 15:05:53,gridshot,10,9mm,0,v0.96.5.3-3201,70.33898,69,73,77,72,62,56,46,100,355.408229276358,372.268574895086,333.195906388132,319.670591874556,355.408967859605,421.807802200317,436.001947021484,558.286616007487,244.307640075684,169,236,2.77103758,166,
12/25/2020 15:04:38,gridshot,10,9mm,0,v0.96.5.3-3201,69.29824,67,61,67,81,88,57,78,67,374.067016794711,390.307804531521,410.37358194987,420.251317537748,333.890407073192,250.834742954799,446.435094833374,274.612694876535,340.992095947266,161,228,2.63754988,158,
12/25/2020 10:35:37,gridshot,0,9mm,0,v0.96.5.3-3201,84.84849,93,89,91,69,100,67,83,88,300.413126887107,267.420898792356,288.298175175985,277.59235572815,387.087600344703,217.349487304688,371.446006774902,271.754971313477,293.486487252372,199,231,3.27170515,196,
12/25/2020 10:16:28,gridshot,10,9mm,0,v0.96.5.3-3201,75.84746,71,81,80,82,83,62,60,63,329.945165793989,336.210362309995,306.603270701873,316.927222728729,305.404934353299,341.426593017578,369.536929321289,478.933563232422,420.389423370361,182,236,2.98806524,179,
12/25/2020 10:15:21,gridshot,10,9mm,0,v0.96.5.3-3201,79.01786,78,77,88,77,80,88,88,67,332.378692885577,344.536395263672,338.769756432736,303.949576059977,337.72850757175,325.910835266113,275.349897112165,310.122244698661,409.249389648438,180,224,2.9545846,177,
12/25/2020 10:14:05,gridshot,10,9mm,0,v0.96.5.3-3201,80.73394,83,90,77,76,80,100,33,75,335.95613228191,334.055628204346,292.93247737441,346.935726409263,345.801504135132,329.425468444824,201.039405822754,692.880554199219,358.04293568929,178,218,2.93797779,176,
12/25/2020 01:42:20,gridshot,10,9mm,0,v0.96.5.3-3201,84.27948,87,80,88,82,88,89,86,80,301.599899212931,295.608316949073,318.514951433454,299.878620147705,306.084082709418,295.488483973912,256.008977890015,299.753631591797,294.55100440979,196,229,3.22159576,193,
12/25/2020 01:41:11,gridshot,10,9mm,0,v0.96.5.3-3201,90.67796,92,98,85,88,100,89,88,100,274.245761978292,263.323015001085,254.584613618397,297.505210494995,289.203559725892,263.542706807454,292.576974868774,265.26528276716,242.980657958984,217,236,3.57233262,214,
12/25/2020 01:40:02,gridshot,10,9mm,0,v0.96.5.3-3201,85.15284,88,86,86,83,78,88,75,80,302.129246638372,291.292273727118,299.171554989285,297.3961798928,315.012463619835,333.244195120675,317.319148472377,305.974029541016,320.570840835571,198,229,3.25515342,195,
12/25/2020 01:38:55,gridshot,10,9mm,0,v0.96.5.3-3201,86.4406738,85,88,88,85,89,83,67,100,288.47685249179,286.217433342567,279.758980684502,276.138920523904,319.495069667271,284.560245513916,308.228726196289,351.080261230469,235.974001203265,207,236,3.40530348,204,
12/25/2020 01:37:48,gridshot,10,9mm,0,v0.96.5.3-3201,91.62996,93,98,85,92,71,100,100,100,281.667377545283,281.193464521928,260.309634399414,305.807294040256,274.372335116068,471.401235961914,235.443016052246,274.531097412109,219.398607526507,211,227,3.471946,208,
12/25/2020 01:36:42,gridshot,10,9mm,0,v0.96.5.3-3201,87.05357,84,86,85,94,100,88,80,90,302.332078826122,310.31333779389,307.154006958008,315.633403778076,285.927996467142,252.198318481445,321.758793422154,283.682876586914,261.898412068685,198,224,3.255163,195,
12/25/2020 01:35:35,gridshot,10,9mm,0,v0.96.5.3-3201,87.85047,93,89,80,95,100,100,57,92,312.694507030731,305.219345875275,303.211928858901,361.683375339882,273.656559870793,284.738868713379,214.886322021484,478.688877105713,261.86775080363,191,214,3.13812041,188,
12/24/2020 23:58:24,gridshot,10,9mm,0,v0.96.5.3-3201,87.4493942,87,96,91,86,57,83,86,67,272.288053512573,270.588142903646,236.980416805186,266.738626797994,289.609346177843,446.787738800049,306.565466308594,257.134679158529,330.660519917806,219,247,3.60567021,216,
12/24/2020 23:56:56,gridshot,10,9mm,0,v0.96.5.3-3201,72.42798,67,81,60,74,67,100,78,88,333.684596841985,364.751101107211,277.10658409482,422.586063091572,331.545681265898,382.180521011353,232.671429443359,283.673686436244,225.294873918806,179,243,2.93797874,176,
12/24/2020 23:55:42,gridshot,10,9mm,0,v0.96.5.3-3201,79.66805,85,87,80,75,62,57,100,86,307.125338951747,297.431842803955,277.577428481158,317.487675694057,312.529181546943,393.87202835083,416.741437911987,224.005113874163,296.876728057861,195,241,3.20507813,192,
12/24/2020 23:53:48,gridshot,10,9mm,0,v0.96.5.3-3201,84.5833359,85,85,83,82,100,80,100,89,290.68420395123,296.858551350046,278.575341249124,283.854520748823,299.104300316344,219.795575459798,311.702766418457,221.19091796875,266.612813949585,206,240,3.38862514,203,
12/24/2020 23:52:39,gridshot,10,9mm,0,v0.96.5.3-3201,83.33333,91,75,84,92,86,57,60,92,289.880500411987,271.083808179171,300.567870349419,292.616539364769,274.678705003526,320.890940348307,400.426719665527,409.683265686035,246.783943869851,203,240,3.33866882,200,
12/24/2020 23:51:29,gridshot,10,9mm,0,v0.96.5.3-3201,80.4166641,90,84,78,74,79,100,56,71,305.221118907237,275.062805885492,292.137814839681,328.003763834635,315.234589071835,310.722499500621,222.4182472229,495.322329711914,329.79214630127,196,240,3.22174335,193,
12/24/2020 23:50:21,gridshot,10,9mm,0,v0.96.5.3-3201,78.16594,83,76,86,74,73,71,90,57,329.197615809947,311.079559326172,341.671644483294,304.266919090634,335.320631760817,360.005483627319,356.32138671875,253.506286621094,462.597045898438,182,229,2.98794675,179,
12/24/2020 22:51:06,gridshot,0,9mm,0,v0.96.5.3-3201,88.1356,93,86,97,87,82,83,100,50,283.47570001162,263.178716871474,296.406453768412,247.324258904708,296.173965454102,290.383736504449,285.759808349609,241.337326049805,511.912811279297,211,236,3.47197723,208,
12/24/2020 22:49:57,gridshot,0,9mm,0,v0.96.5.3-3201,78.87931,81,75,76,78,83,100,100,78,319.954037400543,325.543013254801,314.254889748313,320.738730839321,332.832869700896,313.469387817383,270.238305664063,249.001897176107,320.156862531389,186,232,3.05470133,183,
12/24/2020 17:49:03,gridshot,0,9mm,0,v0.96.5.3-3201,83.62832,82,74,86,91,75,100,100,85,311.505579388331,305.288396562849,356.042221851838,308.83145904541,288.126280212402,357.776471455892,271.163606916155,262.991998291016,298.449594671076,192,226,3.15502286,189,
12/23/2020 20:23:38,gridshot,0,9mm,0,v0.96.5.3-3201,78.67299,81,70,75,85,100,62,80,100,354.629085402891,347.774821061354,391.205288187663,383.508813985189,325.98224774529,268.565490722656,461.623831176758,315.848957061768,239.350321451823,169,211,2.7709043,166,
12/23/2020 20:22:28,gridshot,0,9mm,0,v0.96.5.3-3201,73.99103,75,71,76,73,67,75,100,67,354.56677199855,355.219560835097,393.703275044759,309.367213893581,368.199052810669,383.877443949382,319.356257120768,259.433004760742,446.789817810059,168,223,2.75422359,165,
12/22/2020 19:39:06,gridshot,10,9mm,0,v0.96.5.3-3201,87.76372,94,83,83,92,75,100,100,100,278.012055323674,274.557026639898,271.546684666684,292.720520278155,265.664742977061,368.281578063965,246.539161682129,206.510391235352,233.044982910156,211,237,3.47213268,208,
12/22/2020 14:12:14,gridshot,10,9mm,0,v0.96.5.3-3201,80.17242,84,82,78,87,86,62,100,56,317.120034166562,317.278992362644,302.376094818115,325.149931553432,277.158165359497,293.019063313802,422.438913345337,234.254891967773,459.238008287218,189,232,3.10488963,186,
12/22/2020 14:11:07,gridshot,10,9mm,0,v0.96.5.3-3201,77.77778,81,75,83,74,55,82,88,83,323.546706063407,308.812165186955,342.621267607718,300.41873046875,347.227395864633,466.913129170736,296.10758972168,272.782784598214,287.706700134277,185,234,3.037986,182,
12/21/2020 15:26:16,gridshot,0,9mm,0,v0.96.5.3-3201,84.03756,89,83,79,85,90,86,100,80,328.635797426021,285.801058682528,390.416201942845,328.294419823623,320.46353302002,294.471004909939,266.511286417643,232.018895467122,391.529151916504,182,213,2.98808956,179,
12/21/2020 15:15:45,gridshot,10,9mm,0,v0.96.5.3-3201,75.757576,82,70,69,79,71,83,80,78,334.771664624895,336.945467472076,346.831079897673,361.126140594482,309.54736001151,390.595413208008,291.097685623169,321.807664871216,323.745481218611,178,231,2.92107058,175,
12/21/2020 15:14:37,gridshot,10,9mm,0,v0.96.5.3-3201,77.36626,69,85,76,85,67,86,100,67,311.168807658743,343.073636612802,288.568174362183,327.600172473538,285.434380618009,373.760782877604,249.055707295736,273.215255737305,345.421504974365,191,243,3.13812184,188,
12/21/2020 15:13:22,gridshot,10,9mm,0,v0.96.5.3-3201,81.7021255,81,88,80,83,88,86,58,78,307.03705128034,318.550610086192,288.162280188666,300.3631550182,300.047861838827,275.728628976004,337.063702901204,386.81078011649,342.034465244838,195,235,3.20497179,192,
12/21/2020 15:12:10,gridshot,10,9mm,0,v0.96.5.3-3201,79.16667,86,82,76,72,83,100,89,80,309.194896497224,269.169457723928,305.107419490814,322.427327748891,348.917924499512,315.486276245117,248.618497212728,272.824628829956,300.298868179321,193,240,3.17165947,190,
12/21/2020 15:11:03,gridshot,10,9mm,0,v0.96.5.3-3201,80.42553,77,88,84,72,83,86,77,100,311.903088887533,315.345358761874,278.582843780518,313.498762800887,359.685950506301,344.613494873047,249.360771179199,298.514077758789,254.980188369751,192,235,3.15477157,189,
12/21/2020 15:09:57,gridshot,10,9mm,0,v0.96.5.3-3201,80.9322052,83,85,87,75,71,67,67,88,307.510950258265,303.007678009743,297.740119934082,285.25352589677,328.477972263243,317.723226928711,405.822937011719,337.785614013672,282.463559831892,194,236,3.18832088,191,
12/21/2020 15:08:47,gridshot,10,9mm,0,v0.96.5.3-3201,78.11159,80,82,83,80,75,62,67,50,323.92519231943,310.557030571832,324.556613922119,300.917565395958,311.197483444214,313.740297953288,380.622616577149,352.58150100708,519.481770106724,185,233,3.03798914,182,
12/21/2020 15:07:39,gridshot,10,9mm,0,v0.96.5.3-3201,82.88288,87,85,78,86,57,83,100,75,318.614934506624,307.230098226796,314.545792236328,346.194670024671,291.960556030273,427.7158203125,337.090997314453,229.916748046875,337.830833435059,187,222,3.0715065,184,
12/21/2020 15:06:32,gridshot,10,9mm,0,v0.96.5.3-3201,80.6451645,86,84,68,86,89,67,73,83,337.708601858956,325.461116366916,332.101713227063,407.577371102792,314.948680434116,277.234613418579,421.514236450195,360.285892486572,310.007949829102,178,217,2.92116332,175,
12/21/2020 15:05:25,gridshot,10,9mm,0,v0.96.5.3-3201,76.21146,85,86,69,68,56,100,100,78,340.453088021692,293.79432099441,316.825833370811,360.309651601882,384.329663398938,496.231341552734,234.478093465169,261.88968234592,356.112601143973,176,227,2.88774252,173,
12/21/2020 15:04:10,gridshot,10,9mm,0,v0.96.5.3-3201,74.88987,66,93,82,67,67,100,92,75,342.497240492877,376.203059498857,277.38191986084,316.031286424206,390.026873779297,299.807769775391,281.21480255127,273.081961891868,368.813537597656,173,227,2.83782077,170,
12/21/2020 09:10:33,gridshot,0,9mm,0,v0.96.5.3-3201,77.6315842,75,78,82,81,78,62,67,77,332.835718273443,337.837221665816,326.908582586991,330.637082672119,301.405269877116,375.404684884208,538.474523925781,306.030632019043,320.40943145752,180,228,2.95469666,177,
12/20/2020 12:45:02,gridshot,0,9mm,0,v0.96.5.3-3201,86.60714,84,93,82,86,83,88,83,100,304.391857815772,321.483214696248,261.535088172326,334.552901226541,311.855013847351,275.996691894531,320.052150181362,313.472296142578,241.593417080966,197,224,3.23838425,194,
12/19/2020 15:55:31,gridshot,0,9mm,0,v0.96.5.3-3201,81.93277,81,85,82,82,75,100,64,91,302.394377801357,309.630461227062,297.660494024103,300.071969774034,294.326478911609,332.148632473416,269.657348632813,393.930060250419,253.682290649414,198,238,3.25497031,195,
12/19/2020 15:54:10,gridshot,0,9mm,0,v0.96.5.3-3201,76.0617752,83,75,85,67,54,100,75,85,298.778854331389,276.480558713277,298.336725870768,273.835316153134,332.322060189596,440.266353062221,245.779708862305,320.240661621094,259.654441139915,200,259,3.28848672,197,
12/19/2020 10:38:01,gridshot,0,9mm,0,v0.96.5.3-3201,89.9122849,87,93,88,93,100,100,91,69,286.158862453554,299.376776059469,270.651582263765,275.056646810996,282.435729980469,295.757688903809,238.213928222656,275.203367614746,404.893295288086,208,228,3.42192841,205,
12/18/2020 16:16:54,gridshot,10,9mm,0,v0.96.5.3-3201,80.27523,80,91,84,81,71,50,78,58,332.439391741071,311.221281051636,266.366851434475,388.824732710675,299.438719831194,390.564738972982,519.626075744629,324.541852678571,408.882529122489,178,218,2.92119241,175,
12/18/2020 09:29:02,gridshot,0,9mm,0,v0.96.5.3-3201,84.07079,82,87,92,74,88,100,100,100,309.949956552606,292.068880353655,302.167859164151,282.367907630073,371.688453674316,340.874276297433,237.817672729492,302.22610168457,243.93758392334,193,226,3.171574,190,
12/17/2020 19:23:44,gridshot,10,9mm,0,v0.96.5.3-3201,83.1932755,83,83,83,82,100,78,70,100,298.132668851602,277.106584028764,303.347380026793,295.69614944458,293.802024509596,262.913580758231,348.745755876814,355.406864711217,308.431392124721,200,238,3.30506468,198,
12/17/2020 19:22:07,gridshot,10,9mm,0,v0.96.5.3-3201,87.0129852,92,92,81,83,100,88,73,100,293.435894714659,291.274105901304,297.275440112964,300.315024289218,294.789353126703,238.120468139648,293.04982648577,345.559865951538,261.607531460849,204,231,3.3552587,201,
12/17/2020 12:13:59,gridshot,0,9mm,0,v0.96.5.3-3201,79.18367,77,68,80,85,100,89,88,100,303.161978416836,324.086619887241,349.51415051912,288.439107946447,276.207836303711,256.990704345703,285.039995193481,315.969360351563,235.444583129883,197,245,3.238353,194,
12/17/2020 11:58:48,gridshot,10,9mm,0,v0.96.5.3-3201,86.2068939,90,82,82,86,100,100,100,92,293.564660491943,279.391789076063,304.306319274902,315.465395736694,292.886942683039,263.581039428711,200.252932739258,262.897271728516,303.095542214134,203,232,3.338512,200,
12/17/2020 11:57:41,gridshot,10,9mm,0,v0.96.5.3-3201,78.44828,83,72,75,80,83,89,78,75,323.294694083078,308.123310435902,337.325423668171,320.928600311279,324.13201183743,366.990036010742,281.211795806885,367.158700125558,341.210001627604,185,232,3.03812027,182,
12/17/2020 11:56:29,gridshot,10,9mm,0,v0.96.5.3-3201,74.5614,80,76,65,74,75,86,67,100,347.60242471134,307.172726949056,343.148964146205,410.700399875641,330.871723937988,337.873926798503,426.830843607585,391.047752380371,278.333740234375,173,228,2.83769822,170,
12/17/2020 11:54:23,gridshot,10,9mm,0,v0.96.5.3-3201,85.3333359,91,83,86,86,85,75,67,91,306.895090818405,272.62571042083,308.078246376731,299.958237171173,317.50013893529,295.230973677202,363.338246663411,410.645126342773,286.930960083008,195,225,3.20498085,192,
12/17/2020 11:51:16,gridshot,10,9mm,0,v0.96.5.3-3201,75.54585,72,71,88,64,100,100,100,75,339.832254398765,346.953113440311,357.243039449056,309.54861668178,379.32683801651,264.001594543457,280.595682779948,269.797643025716,344.835938517253,176,229,2.887758,173,
12/17/2020 11:49:40,gridshot,10,9mm,0,v0.96.5.3-3201,79.82456,72,76,75,91,100,100,83,73,323.757497766516,338.932846460587,350.757611694336,359.747530982608,274.276757217035,257.304247769442,281.307813008626,304.555688476563,390.562744140625,185,228,3.03808761,182,
12/17/2020 11:29:23,gridshot,10,9mm,0,v0.96.5.3-3201,80.4166641,72,81,83,85,86,90,73,79,305.71569990247,338.644785563151,309.477319651637,297.982729889626,278.558120078229,277.743593851725,253.381384955512,353.742557525635,306.663216330788,196,240,3.22160125,193,
12/17/2020 11:28:15,gridshot,10,9mm,0,v0.96.5.3-3201,82.77311,79,92,79,84,100,77,80,78,298.67024579508,310.771859486898,260.38184483846,323.514795070741,307.923135801803,203.893020629883,293.644842529297,290.1614112854,313.453220912388,200,238,3.28840613,197,
12/17/2020 11:26:44,gridshot,10,9mm,0,v0.96.5.3-3201,79.74683,76,84,80,84,64,89,67,100,311.536877748197,319.698013305664,300.122802734375,305.964697057551,290.344658053651,388.889011928013,260.657258987427,348.14234161377,338.847534179688,192,237,3.1549747,189,
12/17/2020 11:25:38,gridshot,10,9mm,0,v0.96.5.3-3201,71.16279,83,69,76,61,0,0,100,0,386.323644002279,315.844729401344,372.766067504883,318.696119420669,432.142434014214,0,0,205.22248840332,0,156,215,2.55400324,153,
12/17/2020 11:24:20,gridshot,10,9mm,0,v0.96.5.3-3201,82.25108,79,78,84,90,83,80,70,82,310.341965544851,318.506426130022,332.807965959821,301.669135623508,280.744633653429,317.141464233398,318.609839121501,400.81387765067,326.275539822049,193,231,3.17152143,190,
12/17/2020 11:23:09,gridshot,10,9mm,0,v0.96.5.3-3201,81.4655151,78,87,76,80,90,100,100,83,312.026253513558,321.711438118143,293.920745849609,340.098510329788,304.085888836835,330.078497992622,245.53076171875,260.750705718994,314.130490112305,192,232,3.15495968,189,
12/17/2020 11:21:52,gridshot,10,9mm,0,v0.96.5.3-3201,77.391304,90,69,70,82,64,89,67,100,330.538791999388,279.853057861328,378.47561356828,371.138264247349,303.329723358154,459.794967651367,294.843383789063,373.561937332153,271.496518452962,181,230,2.97121859,178,
12/17/2020 11:20:11,gridshot,10,9mm,0,v0.96.5.3-3201,80.60345,73,71,81,88,93,100,100,71,313.748865464155,345.720356638839,364.203682163783,308.378873697917,284.37596594769,258.550539456881,236.348780314128,236.768278503418,417.64494934082,190,232,3.121415,187,
12/17/2020 11:19:04,gridshot,10,9mm,0,v0.96.5.3-3201,81.938324,83,80,76,81,86,100,100,86,317.108837742959,303.365746347528,340.846817429001,337.756881301468,328.184275193648,281.389406840006,248.108873639788,264.674586486816,277.962748209635,189,227,3.10479,186,
12/17/2020 11:17:53,gridshot,10,9mm,0,v0.96.5.3-3201,76.855896,77,72,78,72,86,83,92,100,334.280217517506,329.059132470025,382.686395084157,353.067202148438,343.318374633789,256.120592753092,262.644213867187,252.860215504964,246.836356026786,179,229,2.93787241,176,
12/17/2020 11:07:55,gridshot,10,9mm,0,v0.96.5.3-3201,73.9726,74,73,70,80,90,75,62,64,363.383288206878,364.959310223979,357.862103939056,395.880316925049,343.931377410889,320.147382948134,341.984154595269,445.052053833008,387.565397474501,165,219,2.7042954,162,
12/16/2020 23:06:09,gridshot,10,9mm,0,v0.96.5.3-3201,85.71429,85,95,85,79,86,83,100,80,307.069725116094,288.791668319702,279.576337051392,318.979573691764,327.001689745032,325.10181427002,333.009844970703,265.788912963867,319.730735778809,195,224,3.20494151,192,
12/16/2020 23:04:19,gridshot,10,9mm,0,v0.96.5.3-3201,86.4035,90,84,85,91,67,71,83,80,298.841552230912,287.620476507372,299.215916951497,329.54902335925,270.551655891614,504.240310668945,357.555728149414,286.46975402832,307.56685256958,200,228,3.288555,197,
12/16/2020 23:03:06,gridshot,10,9mm,0,v0.96.5.3-3201,85.57692,87,91,86,78,100,75,100,86,331.483503620276,329.248494857397,312.989689980784,328.252313613892,359.34694511012,292.780771255493,447.475609673394,239.110279083252,330.872475941976,181,208,2.97134066,178,
12/16/2020 23:01:31,gridshot,10,9mm,0,v0.96.5.3-3201,84.9315,87,88,94,77,80,88,80,100,315.632171712896,315.464247512817,305.169773864746,290.626323576896,347.457871398926,346.852533976237,274.512929643903,301.216419219971,281.381256103516,189,219,3.10487652,186,
12/16/2020 23:00:14,gridshot,10,9mm,0,v0.96.5.3-3201,82.02765,82,88,74,77,100,100,100,100,331.083092764522,323.2778840065,306.178600856236,366.266853538719,356.207088381745,292.492604573568,271.332194737026,293.26875,332.737777709961,181,217,2.97126341,178,
12/16/2020 22:58:04,gridshot,10,9mm,0,v0.96.5.3-3201,78.94737,78,95,67,78,100,55,100,83,357.435391004158,371.03326587677,272.155815505981,445.59415435791,361.559495070885,248.894536336263,503.015429178874,284.597175598145,326.114895629883,168,209,2.75426388,165,
12/16/2020 22:27:29,gridshot,10,9mm,0,v0.96.5.3-3201,85.04673,85,92,78,83,100,100,70,100,324.052480676672,305.628493146199,304.422708459803,376.292148790861,322.009169387817,296.5208984375,236.918304443359,441.418406895229,255.410140991211,185,214,3.03808546,182,
12/16/2020 22:26:16,gridshot,10,9mm,0,v0.96.5.3-3201,80.71748,81,88,84,75,69,86,100,80,327.142856491937,332.001250494094,297.075417654855,304.562320285373,366.445994290439,393.557351006402,314.634485880534,261.017354329427,311.621171951294,183,223,3.004775,180,
12/16/2020 22:24:12,gridshot,10,9mm,0,v0.96.5.3-3201,76.36363,76,89,64,80,100,90,47,80,350.310414859227,391.54269997733,295.591164112091,384.839174994107,339.221558361519,242.429262797038,285.112425062391,544.975991385324,322.021617889404,171,220,2.80425739,168,
12/16/2020 22:23:00,gridshot,10,9mm,0,v0.96.5.3-3201,82.22222,76,89,87,79,71,100,82,83,318.964360005147,364.141803225956,290.802415327592,302.695676363432,322.770605593312,358.091976928711,241.543895176479,329.954350789388,296.029019165039,188,225,3.08818221,185,
12/16/2020 22:21:53,gridshot,10,9mm,0,v0.96.5.3-3201,83.33333,81,87,88,81,100,100,67,67,327.685892147488,341.04275786571,312.523039654987,313.474882725307,339.228685479415,259.936604817708,242.095016479492,430.055903116862,371.440584182739,183,216,3.00459552,180,
12/16/2020 15:17:37,gridshot,10,9mm,0,v0.96.5.3-3201,84.41559,84,80,85,89,73,79,100,100,301.91815631573,307.651528731636,306.446969774034,311.295224817788,281.582381810897,396.360837936401,308.60505398837,230.722253417969,246.997674942017,198,231,3.25128245,195,
12/16/2020 15:16:15,gridshot,10,9mm,0,v0.96.5.3-3201,80.55556,75,95,79,81,80,55,80,89,338.434446488303,363.812405395508,274.106217278375,350.837901759792,342.877696317785,326.157381057739,474.904085795085,341.979789733887,346.027963638306,177,216,2.904437,174,
12/16/2020 13:49:09,gridshot,10,9mm,0,v0.96.5.3-3201,82.37885,75,88,89,85,85,71,67,91,315.18674326198,338.251935261052,302.879818810357,266.104755524666,296.162485262243,334.002043290572,399.135832468669,378.480396270752,321.570780944824,190,227,3.12141752,187,
12/16/2020 13:47:10,gridshot,10,9mm,0,v0.96.5.3-3201,85.28139,91,92,80,80,92,90,67,100,298.773660456468,271.46244993664,280.142837986802,325.527566677187,322.508465706034,276.87312189738,263.67620171441,356.0227394104,286.244087219238,200,231,3.28837,197,
12/16/2020 13:46:03,gridshot,10,9mm,0,v0.96.5.3-3201,79.09091,80,74,80,75,82,70,89,100,338.771683791588,324.026320586333,345.124317842371,319.409047907049,372.089679602421,310.973853217231,353.998641967773,355.383188247681,246.249230702718,177,220,2.9046073,174,
12/16/2020 13:44:58,gridshot,10,9mm,0,v0.96.5.3-3201,84.375,83,83,81,88,83,75,88,100,310.309507662657,308.790612357003,300.783473366185,348.083975858467,287.621495201474,328.087219238281,377.074595133464,306.162030901228,259.060308837891,192,224,3.15481329,189,
12/16/2020 13:43:43,gridshot,10,9mm,0,v0.96.5.3-3201,85.8407059,83,86,97,85,70,100,70,89,303.266988498648,329.237193467882,308.567318507603,266.396508160759,295.12336324056,374.655094691685,230.101892089844,383.32980128697,279.610803604126,197,226,3.23837423,194,
12/16/2020 13:42:32,gridshot,10,9mm,0,v0.96.5.3-3201,82.53275,76,85,81,83,86,90,100,82,310.577485099671,336.381471568141,302.950494939631,330.290204961249,313.688281419542,293.739791870117,244.706197102865,243.190878295898,279.842531476702,192,229,3.15493917,189,
12/16/2020 13:41:25,gridshot,10,9mm,0,v0.96.5.3-3201,83.03571,88,88,88,80,85,92,67,62,317.130063046691,295.328631591797,297.070267775963,309.505071941175,318.631800581769,351.437168468129,287.168557484945,397.99915822347,404.011309110201,189,224,3.10490084,186,
12/16/2020 13:39:19,gridshot,10,9mm,0,v0.96.5.3-3201,87.2146149,100,92,82,85,81,73,91,100,308.750805520262,256.053804594895,309.678316752116,323.717820330364,312.651129455566,322.311353243314,364.730924606323,331.491879272461,288.21240234375,194,219,3.18822932,191,
12/16/2020 11:12:16,gridshot,10,9mm,0,v0.96.5.3-3201,89.31624,89,92,87,91,100,80,88,78,279.162831320147,288.099381142474,272.501135045832,278.764092665452,271.940545008733,226.669515609741,324.741237640381,283.901611328125,360.699026925223,212,234,3.4888494,209,
12/16/2020 11:11:08,gridshot,10,9mm,0,v0.96.5.3-3201,83.96624,80,82,82,87,100,90,100,78,295.773991110337,304.369627888997,312.320043052115,317.893600463867,277.496014209504,230.229714529855,242.923453436957,242.631976318359,328.547284807478,202,237,3.32181978,199,
12/16/2020 11:10:00,gridshot,10,9mm,0,v0.96.5.3-3201,80.616745,90,73,85,80,78,73,71,80,318.991423685043,272.692702714787,349.254705047607,307.841130283901,328.483425140381,335.611968994141,330.847764968872,345.164465332031,390.350914001465,186,227,3.05475688,183,
12/16/2020 11:08:32,gridshot,10,9mm,0,v0.96.5.3-3201,79.23729,86,82,70,86,75,60,58,88,314.842788777887,270.642693807912,320.268983840942,369.74848101216,286.336670276731,310.070366753472,431.028427124023,404.308469499861,297.929484776088,190,236,3.12155628,187,
12/16/2020 11:07:25,gridshot,10,9mm,0,v0.96.5.3-3201,75.6756744,83,72,78,80,100,43,69,67,349.635917663574,324.521903542911,344.548161674948,362.716654284247,323.599357409355,238.113258361816,679.725786844889,364.973039415148,428.504360198975,171,222,2.80435729,168,
12/16/2020 11:06:09,gridshot,10,9mm,0,v0.96.5.3-3201,79.01786,79,77,78,79,80,100,88,71,331.776436714129,316.475643157959,338.072706010607,348.142220020294,329.877658442447,329.27209854126,241.688822428385,373.291996547154,415.827169799805,180,224,2.9544692,177,
12/16/2020 10:09:15,gridshot,10,9mm,0,v0.96.5.3-3201,84.10042,79,87,88,85,75,82,100,80,292.408160821715,312.257920800186,270.612090503468,282.712025960286,294.409638268607,343.802492777506,301.898259480794,230.261611938477,312.818927764893,204,239,3.35529852,201,
12/16/2020 10:08:06,gridshot,10,9mm,0,v0.96.5.3-3201,79.48718,84,89,76,72,75,83,71,86,316.864749785393,302.834034568385,271.200291156769,337.088669259208,346.286822055249,390.160484313965,286.67979888916,349.005548095703,292.811553955078,189,234,3.10486841,186,
12/16/2020 10:06:56,gridshot,10,9mm,0,v0.96.5.3-3201,79.49791,72,84,85,78,100,50,60,100,307.10133972168,338.851986224835,301.740411841351,283.786904144287,301.81550394694,240.512475585937,500.249908447266,406.648282368978,277.418884277344,193,239,3.17157841,190,
12/16/2020 10:05:28,gridshot,10,9mm,0,v0.96.5.3-3201,85.0220261,90,83,91,84,100,70,100,62,304.210995412243,291.817565593314,337.3850440979,273.553440751701,281.43475176837,253.381044660296,340.019877842494,229.779440307617,448.771108627319,196,227,3.22157121,193,
12/16/2020 10:04:13,gridshot,10,9mm,0,v0.96.5.3-3201,81.7021255,72,76,89,88,71,100,92,90,304.264643033346,334.745442317082,351.347424316406,292.253124330102,260.107905796596,315.095283508301,268.354320526123,287.406704989347,280.779317220052,195,235,3.20490146,192,
12/16/2020 10:02:46,gridshot,10,9mm,0,v0.96.5.3-3201,83.89831,88,87,79,81,100,100,57,83,297.484256628788,282.902099609375,292.072134130141,327.410731959987,290.329745928447,220.727935791016,236.088490804036,497.712776184082,319.638262939453,201,236,3.30525517,198,
12/16/2020 10:01:17,gridshot,10,9mm,0,v0.96.5.3-3201,78.37838,78,84,77,81,75,67,67,73,336.359907873746,310.446237564087,304.445053100586,360.717072879567,317.166507036258,378.917694091797,411.623051961263,458.685863494873,391.743793487549,177,222,2.90447021,174,
